name,image,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value
0N1 #2415,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2415.png,Background,Azurite,,Body,Jasper,,Extra,Void,,Eyes,Closed Eye,,Face,Nose Scar,,Hair,Half-Buzz (Turquoise),,Head,Void,,Mouth,Frown,,Spirit,2,10,Strength,5,10,Style,1,10,Type,Y0K-A1,,Wear,Track Jacket (Pearl),
0N1 #2339,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2339.png,Background,Azurite,,Body,Citrine,,Extra,Earring (Double),,Eyes,Half Open (Azurite),,Face,KULT Mask (Pearl),,Hair,Dreads (Bronzite),,Head,Flat Cap (Pearl),,Mouth,Smirk,,Spirit,2,10,Strength,4,10,Style,1,10,Type,Y0K-A1,,Wear,Track Jacket (Topaz),
0N1 #2598,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2598.png,Background,Jasper,,Body,Azurite,,Extra,Earring (Double),,Eyes,Eye Shadow (Azurite),,Face,Glasses (Obsidian),,Hair,Spiky (Citrine),,Head,Void,,Mouth,Frown,,Spirit,4,10,Strength,2,10,Style,5,10,Type,Y0K-A1,,Wear,Track Jacket (Obsidian),
0N1 #2479,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2479.png,Background,Citrine,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Open (Jasper),,Face,Glasses (Pearl),,Hair,Fade (Pearl),,Head,Headphones (Citrine),,Mouth,Smirk,,Spirit,2,10,Strength,5,10,Style,2,10,Type,Y0K-A1,,Wear,Track Jacket (Citrine),
0N1 #2458,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2458.png,Background,Azurite,,Body,Azurite,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Citrine),,Face,KULT Mask (Pearl),,Hair,Spiky (Obsidian),,Head,Headphones (Pearl),,Mouth,Frown,,Spirit,4,10,Strength,5,10,Style,2,10,Type,Y0K-A1,,Wear,Track Jacket (Topaz),
0N1 #2404,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2404.png,Background,Azurite,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Jasper),,Face,Void,,Hair,Bob (Quartz),,Head,Headphones (Citrine),,Mouth,Smirk,,Spirit,3,10,Strength,3,10,Style,1,10,Type,Y0K-A1,,Wear,T-Shirt (Pearl),
0N1 #2443,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2443.png,Background,Azurite,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Closed Eye,,Face,Glasses (Obsidian),,Hair,Long (Turquoise),,Head,Headset,,Mouth,Frown,,Spirit,1,10,Strength,2,10,Style,5,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Turquoise),
0N1 #2473,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2473.png,Background,Azurite,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Open (Citrine),,Face,Bandaid,,Hair,Bob (Obsidian),,Head,Headphones (Jasper),,Mouth,Frown,,Spirit,2,10,Strength,3,10,Style,2,10,Type,Y0K-A1,,Wear,Track Jacket (Citrine),
0N1 #2548,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2548.png,Background,Citrine,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Squint (Jasper),,Face,KULT Mask (Obsidian),,Hair,Fade (Obsidian),,Head,Void,,Mouth,Neutral,,Spirit,5,10,Strength,4,10,Style,5,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #2592,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2592.png,Background,Jasper,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Angry (Jasper),,Face,PR Mask (Jasper),,Hair,Ponytail (Rose),,Head,Headset,,Mouth,Smirk,,Spirit,4,10,Strength,2,10,Style,4,10,Type,Y0K-A1,,Wear,Sleeveless (Citrine),
0N1 #2349,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2349.png,Background,Jasper,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Angry (Citrine),,Face,KULT Mask (Pearl),,Hair,Long (Turquoise),,Head,Headphones (Turquoise),,Mouth,Frown,,Spirit,3,10,Strength,1,10,Style,4,10,Type,Y0K-A1,,Wear,Neon Hood (Rose),
0N1 #2427,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2427.png,Background,Azurite,,Body,Ash,,Extra,Void,,Eyes,Eye Shadow (Citrine),,Face,PR Mask (Citrine),,Hair,Bob (Rose),,Head,Headphones (Jasper),,Mouth,Smirk,,Spirit,2,10,Strength,5,10,Style,4,10,Type,Y0K-A1,,Wear,Track Jacket (Obsidian),
0N1 #2530,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2530.png,Background,Jasper,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Squint (Jasper),,Face,T-Goggles,,Hair,Bob (Rose),,Head,Headphones (Jasper),,Mouth,Frown,,Spirit,2,10,Strength,1,10,Style,1,10,Type,Y0K-A1,,Wear,Sleeveless (Pearl),
0N1 #2318,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2318.png,Background,Citrine,,Body,Citrine,,Extra,Earring (Double),,Eyes,Squint (Azurite),,Face,PR Mask (Jasper),,Hair,Bob (Rose),,Head,Void,,Mouth,Frown,,Spirit,1,10,Strength,2,10,Style,4,10,Type,Y0K-A1,,Wear,Sleeveless (Obsidian),
0N1 #2502,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2502.png,Background,Citrine,,Body,Azurite,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Jasper),,Face,Plague Mask (Obsidian),,Hair,Half-Buzz (Turquoise),,Head,Headphones (Citrine),,Mouth,Smirk,,Spirit,3,10,Strength,3,10,Style,1,10,Type,Y0K-A1,,Wear,Sleeveless (Pearl),
0N1 #2463,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2463.png,Background,Jasper,,Body,Azurite,,Extra,Earring (Double),,Eyes,Eye Shadow (Azurite),,Face,Kitsune Mask (Pearl),,Hair,Fade (Pearl),,Head,Snapback (Jasper),,Mouth,Smirk,,Spirit,3,10,Strength,5,10,Style,2,10,Type,Y0K-A1,,Wear,Bomber Jacket (Pine),
0N1 #2585,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2585.png,Background,Jasper,,Body,Jasper,,Extra,Void,,Eyes,Half Open (Citrine),,Face,PR Mask (Jasper),,Hair,Dreads (Obsidian),,Head,Fedora (Charcoal),,Mouth,Smirk,,Spirit,4,10,Strength,4,10,Style,2,10,Type,Y0K-A1,,Wear,Track Jacket (Obsidian),
0N1 #2380,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2380.png,Background,Azurite,,Body,Citrine,,Extra,Earring (Double),,Eyes,Open (Azurite),,Face,Plague Mask (Obsidian),,Hair,Fade (Pearl),,Head,Snapback (Jasper),,Mouth,Frown,,Spirit,1,10,Strength,2,10,Style,3,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #2369,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2369.png,Background,Jasper,,Body,Azurite,,Extra,0N1 Logo Pin (Black),,Eyes,Eye Shadow (Azurite),,Face,PR Mask (Citrine),,Hair,Bob (Obsidian),,Head,Headphones (Turquoise),,Mouth,Neutral,,Spirit,1,10,Strength,5,10,Style,5,10,Type,Y0K-A1,,Wear,Bomber Jacket (Jasper/Obsidian),
0N1 #2278,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2278.png,Background,Azurite,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Open (Citrine),,Face,Kitsune Mask (Pearl),,Hair,Spiky (Citrine),,Head,Earbuds,,Mouth,Smirk,,Spirit,5,10,Strength,5,10,Style,4,10,Type,Y0K-A1,,Wear,Track Jacket (Pearl),
0N1 #2552,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2552.png,Background,Jasper,,Body,Jasper,,Extra,Void,,Eyes,Open (Jasper),,Face,Bubblegum,,Hair,Dreads (Bronzite),,Head,Fedora (Obsidian),,Mouth,Smirk,,Spirit,2,10,Strength,4,10,Style,2,10,Type,Y0K-A1,,Wear,Bomber Jacket (Jasper/Obsidian),
0N1 #2361,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2361.png,Background,Dark Smoke,,Body,Citrine,,Extra,Oni Doll (Jasper),,Eyes,Angry (Jasper),,Face,Tengu Mask,,Hair,Ponytail (Rose),,Head,Rose,,Mouth,Neutral,,Spirit,8,10,Strength,7,10,Style,5,10,Type,B4K3M0-N0,,Wear,Kimono (Rose),
0N1 #2375,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2375.png,Background,Citrine,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Angry (Citrine),,Face,PR Mask (Jasper),,Hair,Long (Obsidian),,Head,Headset,,Mouth,Smirk,,Spirit,3,10,Strength,2,10,Style,2,10,Type,Y0K-A1,,Wear,Sleeveless (Citrine),
0N1 #2631,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2631.png,Background,Jasper,,Body,Type-01,,Extra,Oni Doll (Jasper),,Eyes,Squint (Jasper),,Face,Plague Mask (Pearl),,Hair,Dreads (Azurite),,Head,Headphones (Citrine),,Mouth,Neutral,,Spirit,7,10,Strength,6,10,Style,7,10,Type,B4K3M0-N0,,Wear,Kimono (Rose),
0N1 #2499,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2499.png,Background,Light Smoke,,Body,Azurite,,Extra,Void,,Eyes,Flat,,Face,Plague Mask (Obsidian),,Hair,Long (Turquoise),,Head,Headphones (Pearl),,Mouth,Frown,,Spirit,5,10,Strength,7,10,Style,8,10,Type,B4K3M0-N0,,Wear,Kimono (Rose),
0N1 #2407,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2407.png,Background,Light Smoke,,Body,Type-01,,Extra,Oni Doll (Azurite),,Eyes,Squint (Azurite),,Face,Plague Mask (Obsidian),,Hair,Fade (Jasper),,Head,Headphones (Pearl),,Mouth,Neutral,,Spirit,8,10,Strength,5,10,Style,5,10,Type,B4K3M0-N0,,Wear,Track Jacket (Azurite),
0N1 #2338,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2338.png,Background,Azurite,,Body,Azurite,,Extra,0N1 Logo Pin (Black),,Eyes,Half Open (Azurite),,Face,Bandaid,,Hair,Spiky (Citrine),,Head,Headphones (Pearl),,Mouth,Frown,,Spirit,5,10,Strength,4,10,Style,4,10,Type,Y0K-A1,,Wear,T-Shirt (Pearl),
0N1 #2135,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2135.png,Background,Citrine,,Body,Azurite,,Extra,0N1 Logo Pin (Black),,Eyes,Squint (Jasper),,Face,Glasses (Pearl),,Hair,Half-Buzz (Pearl),,Head,Headphones (Citrine),,Mouth,Smirk,,Spirit,4,10,Strength,3,10,Style,2,10,Type,Y0K-A1,,Wear,Sleeveless (Citrine),
0N1 #2198,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2198.png,Background,Jasper,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Open (Jasper),,Face,KULT Mask (Pearl),,Hair,Ponytail (Turquoise),,Head,Headphones (Turquoise),,Mouth,Neutral,,Spirit,4,10,Strength,4,10,Style,1,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #2268,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2268.png,Background,Citrine,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Open (Citrine),,Face,PR Mask (Citrine),,Hair,Bob (Quartz),,Head,Headphones (Pearl),,Mouth,Smirk,,Spirit,3,10,Strength,4,10,Style,3,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #2414,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2414.png,Background,Jasper,,Body,Azurite,,Extra,0N1 Logo Pin (White),,Eyes,Eye Shadow (Azurite),,Face,Bubblegum,,Hair,Bob (Obsidian),,Head,Headphones (Turquoise),,Mouth,Smirk,,Spirit,4,10,Strength,4,10,Style,2,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Turquoise),
0N1 #2478,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2478.png,Background,Azurite,,Body,Jasper,,Extra,Loop Earring,,Eyes,Angry (Citrine),,Face,Glasses (Pearl),,Hair,Dreads (Bronzite),,Head,Pen,,Mouth,Smirk,,Spirit,3,10,Strength,1,10,Style,1,10,Type,Y0K-A1,,Wear,Bomber Jacket (Rose),
0N1 #2170,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2170.png,Background,Azurite,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Angry (Citrine),,Face,KULT Mask (Obsidian),,Hair,Long (Obsidian),,Head,Headphones (Turquoise),,Mouth,Neutral,,Spirit,4,10,Strength,4,10,Style,2,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #2449,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2449.png,Background,Citrine,,Body,Azurite,,Extra,Earring (Double),,Eyes,Angry (Citrine),,Face,Nose Scar,,Hair,Fade (Obsidian),,Head,Snapback (Jasper),,Mouth,Frown,,Spirit,3,10,Strength,4,10,Style,3,10,Type,Y0K-A1,,Wear,Sleeveless (Citrine),
0N1 #2457,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2457.png,Background,Azurite,,Body,Jasper,,Extra,0N1 Logo Pin (Black),,Eyes,Closed Eye,,Face,Bandaid,,Hair,Half-Buzz (Turquoise),,Head,Headphones (Jasper),,Mouth,Smirk,,Spirit,2,10,Strength,5,10,Style,1,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Turquoise),
0N1 #2305,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2305.png,Background,Citrine,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Eye Shadow (Azurite),,Face,KULT Mask (Pearl),,Hair,Spiky (Citrine),,Head,Headphones (Citrine),,Mouth,Neutral,,Spirit,5,10,Strength,5,10,Style,3,10,Type,Y0K-A1,,Wear,T-Shirt (Pearl),
0N1 #2547,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2547.png,Background,Jasper,,Body,Azurite,,Extra,0N1 Logo Pin (Black),,Eyes,Angry (Citrine),,Face,Skull Mask,,Hair,Fade (Pearl),,Head,Void,,Mouth,Smirk,,Spirit,4,10,Strength,3,10,Style,2,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Pearl),
0N1 #2442,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2442.png,Background,Dark Smoke,,Body,Jasper,,Extra,Void,,Eyes,Open (Azurite),,Face,Plague Mask (Obsidian),,Hair,Spiky (Pearl),,Head,Void,,Mouth,Angry,,Spirit,8,10,Strength,7,10,Style,7,10,Type,B4K3M0-N0,,Wear,Bomber Jacket (Obsidian/Pearl),
0N1 #2388,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2388.png,Background,Azurite,,Body,Citrine,,Extra,Loop Earring,,Eyes,Eye Shadow (Azurite),,Face,Plague Mask (Obsidian),,Hair,Spiky (Obsidian),,Head,Void,,Mouth,Smile,,Spirit,7,10,Strength,5,10,Style,5,10,Type,B4K3M0-N0,,Wear,Bomber Jacket (Pearl/Azurite),
0N1 #2307,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2307.png,Background,Azurite,,Body,Ash,,Extra,Void,,Eyes,Eye Shadow (Azurite),,Face,Kitsune Mask (Obsidian),,Hair,Fade (Pearl),,Head,Void,,Mouth,Neutral,,Spirit,2,10,Strength,4,10,Style,5,10,Type,Y0K-A1,,Wear,Kimono (Rose),
0N1 #2403,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2403.png,Background,Citrine,,Body,Azurite,,Extra,Earring (Double),,Eyes,Half Open (Citrine),,Face,Void,,Hair,Long (Turquoise),,Head,Snapback (Obsidian),,Mouth,Smirk,,Spirit,1,10,Strength,4,10,Style,5,10,Type,Y0K-A1,,Wear,Kimono (Rose),
0N1 #2317,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2317.png,Background,Jasper,,Body,Ash,,Extra,Void,,Eyes,Angry (Jasper),,Face,Glasses (Pearl),,Hair,Fade (Pearl),,Head,Void,,Mouth,Frown,,Spirit,1,10,Strength,3,10,Style,1,10,Type,Y0K-A1,,Wear,T-Shirt (Pearl),
0N1 #2501,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2501.png,Background,Citrine,,Body,Jasper,,Extra,Void,,Eyes,Open (Jasper),,Face,Skull Mask,,Hair,Bob (Rose),,Head,Earbuds,,Mouth,Smirk,,Spirit,3,10,Strength,2,10,Style,3,10,Type,Y0K-A1,,Wear,Sleeveless (Obsidian),
0N1 #2591,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2591.png,Background,Azurite,,Body,Citrine,,Extra,Earring (Double),,Eyes,Angry (Jasper),,Face,PR Mask (Citrine),,Hair,Fade (Pearl),,Head,Void,,Mouth,Frown,,Spirit,2,10,Strength,1,10,Style,2,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Pearl),
0N1 #2334,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2334.png,Background,Citrine,,Body,Citrine,,Extra,Loop Earring,,Eyes,Squint (Azurite),,Face,Tengu Mask,,Hair,Long (Turquoise),,Head,Snapback (Obsidian),,Mouth,Smile,,Spirit,8,10,Strength,5,10,Style,5,10,Type,B4K3M0-N0,,Wear,Dress (Pearl),
0N1 #2472,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2472.png,Background,Dark Smoke,,Body,Type-01,,Extra,Lucky no. 7 Earring,,Eyes,Half Open (Azurite),,Face,Plague Mask (Obsidian),,Hair,Fade (Citrine),,Head,E-A1D,,Mouth,Open,,Spirit,5,10,Strength,6,10,Style,5,10,Type,B4K3M0-N0,,Wear,Thermal Hoodie (Obsidian),
0N1 #2368,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2368.png,Background,Citrine,,Body,Azurite,,Extra,0N1 Logo Pin (White),,Eyes,Squint (Azurite),,Face,PR Mask (Jasper),,Hair,Bob (Rose),,Head,Pen,,Mouth,Frown,,Spirit,1,10,Strength,3,10,Style,3,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Turquoise),
0N1 #2584,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2584.png,Background,Dark Smoke,,Body,Type-01,,Extra,Oni Doll (Jasper),,Eyes,Open (Azurite),,Face,V-Shades,,Hair,Bob (Azurite),,Head,Headphones (Obsidian),,Mouth,Angry,,Spirit,6,10,Strength,5,10,Style,5,10,Type,B4K3M0-N0,,Wear,Bomber Jacket (Pine),
0N1 #2374,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2374.png,Background,Light Smoke,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Open (Citrine),,Face,Garou (Jasper),,Hair,Pixie (Citrine),,Head,Headphones (Obsidian),,Mouth,Angry,,Spirit,8,10,Strength,8,10,Style,5,10,Type,B4K3M0-N0,,Wear,Track Jacket (Azurite),
0N1 #2277,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2277.png,Background,Azurite,,Body,Citrine,,Extra,Earring (Double),,Eyes,Open (Citrine),,Face,Void,,Hair,Long (Turquoise),,Head,Fedora (Charcoal),,Mouth,Frown,,Spirit,3,10,Strength,2,10,Style,5,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #2348,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2348.png,Background,Citrine,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Open (Azurite),,Face,Glasses (Obsidian),,Hair,Fade (Pearl),,Head,Fedora (Obsidian),,Mouth,Frown,,Spirit,3,10,Strength,3,10,Style,4,10,Type,Y0K-A1,,Wear,Track Jacket (Citrine),
0N1 #2337,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2337.png,Background,Dark Smoke,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Azurite),,Face,PR Mask (Charcoal),,Hair,Pixie (Rose),,Head,Headphones (Obsidian),,Mouth,Frown,,Spirit,6,10,Strength,6,10,Style,8,10,Type,B4K3M0-N0,,Wear,Bomber Jacket (Pearl/Azurite),
0N1 #2426,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2426.png,Background,Azurite,,Body,Ash,,Extra,0N1 Logo Pin (Black),,Eyes,Half Open (Citrine),,Face,PR Mask (Jasper),,Hair,Bob (Obsidian),,Head,Headphones (Rose),,Mouth,Frown,,Spirit,1,10,Strength,3,10,Style,1,10,Type,Y0K-A1,,Wear,Track Jacket (Obsidian),
0N1 #2551,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2551.png,Background,Azurite,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Citrine),,Face,Kitsune Mask (Pearl),,Hair,Spiky (Citrine),,Head,Headset,,Mouth,Smirk,,Spirit,1,10,Strength,3,10,Style,2,10,Type,Y0K-A1,,Wear,Bomber Jacket (Obsidian/Pearl),
0N1 #2498,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2498.png,Background,Light Smoke,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Open (Azurite),,Face,Hannya Mask (Jasper),,Hair,Long (Turquoise),,Head,Headphones (Citrine),,Mouth,Angry,,Spirit,8,10,Strength,7,10,Style,5,10,Type,B4K3M0-N0,,Wear,Dress (Pearl),
0N1 #2360,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2360.png,Background,Azurite,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Angry (Jasper),,Face,PR Mask (Citrine),,Hair,Ponytail (Rose),,Head,Headphones (Turquoise),,Mouth,Smirk,,Spirit,5,10,Strength,1,10,Style,3,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #2406,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2406.png,Background,Azurite,,Body,Jasper,,Extra,Loop Earring,,Eyes,Squint (Azurite),,Face,Nose Scar,,Hair,Spiky (Citrine),,Head,Void,,Mouth,Smirk,,Spirit,5,10,Strength,5,10,Style,1,10,Type,Y0K-A1,,Wear,Track Jacket (Obsidian),
0N1 #2418,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2418.png,Background,Dark Smoke,,Body,Type-01,,Extra,Lucky no. 7 Pin,,Eyes,Angry (Citrine),,Face,Masquerade (Pearl),,Hair,Fade (Jasper),,Head,Earbuds,,Mouth,Open,,Spirit,8,10,Strength,8,10,Style,8,10,Type,B4K3M0-N0,,Wear,Suit (Obsidian),
0N1 #2477,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2477.png,Background,Dark Smoke,,Body,Type-01,,Extra,Lucky no. 7 Pin,,Eyes,Squint (Azurite),,Face,PR Mask (Charcoal),,Hair,Spiky (Pearl),,Head,Headphones (Obsidian),,Mouth,Smile,,Spirit,6,10,Strength,7,10,Style,5,10,Type,B4K3M0-N0,,Wear,Neon Hood (Emerald),
0N1 #2197,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/2197.png,Background,Azurite,,Body,Azurite,,Extra,Void,,Eyes,Half Open (Azurite),,Face,Kitsune Mask (Pearl),,Hair,Bob (Obsidian),,Head,Headphones (Pearl),,Mouth,Neutral,,Spirit,5,10,Strength,5,10,Style,1,10,Type,Y0K-A1,,Wear,Track Jacket (Obsidian),
